K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu
10000,dense,86,6,0,4000,0.016750,1.000000,6.0215,19,6:0.983250|7:0.016000|10:0.000250|11:0.000250|19:0.000250,193.39,12.74,251,187.37,9898.61,187.39,7.7292,25215.0,133545.3,582897.4,18780.4,110972.0
10000,dense,86,6,2,4000,0.001250,1.000000,4.0865,34,4:0.933000|5:0.065250|6:0.000500|9:0.000250|16:0.000250|18:0.000250|24:0.000250|34:0.000250,192.70,12.62,246,188.61,9899.30,188.70,7.7275,25215.0,133527.3,581700.8,18645.4,110922.5
10000,ldpc,86,6,0,4000,0.019500,1.000000,6.0442,50,6:0.980500|7:0.017750|8:0.000250|11:0.000250|15:0.000500|17:0.000250|32:0.000250|50:0.000250,159.56,14.69,231,153.51,9932.44,153.56,7.7278,30085.0,94582.4,583113.2,12837.0,62707.2
10000,ldpc,86,6,2,4000,0.001750,1.000000,4.0832,29,4:0.935250|5:0.062500|6:0.000500|7:0.000250|8:0.000250|9:0.000250|10:0.000250|17:0.000250|27:0.000250|29:0.000250,158.89,14.79,221,154.81,9933.11,154.89,7.7276,30085.0,94541.0,582112.8,12732.8,62749.2
10000,dense_d52_h8,52,8,0,4000,0.105000,1.000000,8.7150,63,8:0.895000|9:0.028500|10:0.016000|11:0.009500|12:0.006750|13:0.006500|14:0.004250|15:0.003500|16:0.004250|17:0.002750|18:0.001750|19:0.002000|20:0.002250|21:0.001500|22:0.001500|23:0.001250|24:0.001500|25:0.000500|26:0.001250|27:0.000250|28:0.001250|29:0.000250|30:0.001250|31:0.000500|32:0.000750|33:0.000500|34:0.000500|37:0.000250|38:0.000500|39:0.000250|41:0.000250|42:0.000250|43:0.000750|45:0.000250|46:0.000500|49:0.000250|50:0.000250|52:0.000250|59:0.000250|63:0.000250,156.51,12.96,223,147.79,9903.49,148.51,7.7262,25130.0,130004.1,421516.1,12331.1,58071.7
10000,dense_d52_h8,52,8,2,4000,0.068500,1.000000,6.7630,54,6:0.867000|7:0.048750|8:0.015750|9:0.011750|10:0.008750|11:0.006750|12:0.003500|13:0.005250|14:0.001000|15:0.004250|16:0.004000|17:0.003500|18:0.002250|19:0.002000|20:0.001750|21:0.001500|22:0.001500|23:0.002750|24:0.000500|25:0.001000|26:0.000500|27:0.000250|28:0.000500|29:0.000500|30:0.000250|31:0.000250|32:0.000250|33:0.000250|34:0.000250|35:0.000250|37:0.001000|38:0.000250|39:0.000250|40:0.000250|43:0.000250|45:0.000250|47:0.000250|50:0.000250|54:0.000500,155.51,12.65,224,148.74,9904.49,149.51,7.7312,25130.0,130040.3,421728.7,12170.8,57658.3
10000,dense_d60_h8,60,8,0,4000,0.027750,1.000000,8.1830,41,8:0.972250|9:0.009250|10:0.004250|11:0.002750|12:0.000750|13:0.000500|14:0.001250|15:0.000500|16:0.000250|17:0.000500|18:0.000750|19:0.000250|20:0.000500|21:0.000750|22:0.001000|23:0.001000|25:0.000250|26:0.000500|27:0.000500|29:0.000250|30:0.000500|31:0.000250|32:0.000250|33:0.000250|34:0.000250|37:0.000250|41:0.000250,165.40,12.57,221,157.22,9902.60,157.40,7.7279,25150.0,131066.5,462909.7,13757.6,68502.8
10000,dense_d60_h8,60,8,2,4000,0.023750,1.000000,6.2770,52,6:0.948250|7:0.024250|8:0.003750|9:0.003000|10:0.003000|11:0.001250|12:0.002250|13:0.001750|14:0.001000|15:0.002250|16:0.001500|17:0.000250|18:0.001500|19:0.000500|20:0.000500|21:0.001000|22:0.000500|24:0.000750|25:0.000250|26:0.000500|28:0.000250|31:0.000500|36:0.000500|39:0.000250|49:0.000250|52:0.000250,164.86,12.81,247,158.59,9903.14,158.86,7.7269,25150.0,130810.0,461710.8,13671.8,68739.8
10000,dense_d70_h8,70,8,0,4000,0.010250,1.000000,8.0578,39,8:0.989750|9:0.005000|10:0.001000|12:0.001000|13:0.000250|14:0.000500|15:0.000250|18:0.000250|19:0.000750|23:0.000250|31:0.000250|32:0.000250|35:0.000250|39:0.000250,177.28,12.76,231,169.22,9900.72,169.28,7.7285,25175.0,132137.9,513874.8,15795.0,84476.6
10000,dense_d70_h8,70,8,2,4000,0.006000,1.000000,6.0915,38,6:0.972500|7:0.020500|8:0.001000|9:0.000500|10:0.000750|11:0.001000|12:0.000250|14:0.000750|15:0.000500|17:0.000250|19:0.000250|20:0.000250|26:0.000500|32:0.000500|34:0.000250|38:0.000250,176.44,12.69,227,170.35,9901.56,170.44,7.7280,25175.0,132136.0,512486.3,15646.0,84238.1
